UserId,BirthDate,Age,Balance,Status,createdAt,Localidade
12949,1990-03-22,34,7336.93,inactive,2023-12-19,São Paulo
12950,1991-05-26,33,5967.39,inactive,2023-05-21,Guaíba
12951,1996-02-17,28,8552.55,active,2023-02-13,Maués
12952,1998-12-24,25,6207.74,inactive,2023-06-16,Belo Horizonte
12953,2001-02-17,23,1262.21,active,2023-07-06,Curitiba
12954,1998-08-24,25,3651.86,inactive,2023-01-27,Serra
12955,1986-02-09,38,9993.35,active,2023-08-05,Guarapuava
12956,1994-01-03,30,6318.79,inactive,2023-11-06,Cachoeiro de Itapemirim
12957,1978-11-14,45,7665.28,inactive,2023-03-26,Jaguaquara
12958,1988-01-01,36,8505.26,inactive,2023-02-17,Planaltina
12959,1995-07-14,28,9481.09,active,2023-05-07,Boa Vista
12960,2001-05-06,23,5175.32,inactive,2023-03-07,Santos
12961,1998-05-20,26,8530.24,inactive,2023-12-20,Luziânia
12962,2001-06-21,22,9260.36,active,2023-02-16,Moji Das Cruzes
12963,1991-07-07,32,4752.11,active,2023-07-08,Marituba
12964,1972-04-29,52,9449.42,inactive,2023-12-25,Santa Rita
12965,1995-06-28,28,9533.02,inactive,2023-02-26,Osasco
12966,2001-10-01,22,4077.58,inactive,2023-10-25,Itumbiara
12967,1990-12-01,33,1694.14,inactive,2023-10-21,Camaçari
12968,1995-10-18,28,6043.85,inactive,2023-01-19,Macaíba
12969,1989-07-21,34,8681.41,inactive,2023-03-10,Rio Bonito
12970,1996-03-28,28,5546.13,inactive,2023-01-11,Paulista
12971,2001-10-16,22,5375.93,inactive,2023-10-01,Manaus
12972,2001-05-13,23,2317.52,active,2023-05-07,Piraquara
12973,1981-06-02,43,7923.44,active,2023-03-14,Óbidos
12974,1991-12-11,32,5367.16,inactive,2023-03-07,Diadema
12975,1979-06-26,44,9822.93,active,2023-06-03,Lorena
12976,1982-09-16,41,6019.63,inactive,2023-09-06,Petrolina
12977,1988-03-06,36,9388.53,inactive,2023-01-06,Macapá
12978,1992-06-19,31,3533.79,inactive,2023-09-30,Joinville
12979,1995-02-26,29,4693.52,inactive,2023-05-24,São Paulo
12980,1992-02-15,32,5459.44,inactive,2023-01-15,São Luís
12981,1982-02-14,42,7911.1,active,2023-07-05,Barra do Garças
12982,1986-03-28,38,5688.93,active,2023-01-10,Camaçari
12983,1978-11-11,45,5085.54,active,2023-05-05,Pacajá
12984,1989-02-10,35,7095.17,active,2023-01-19,Campinas
12985,1992-11-22,31,2164.39,active,2023-04-08,Suzano
12986,1971-05-15,53,2584.03,inactive,2023-06-06,Brasília
12987,2000-07-20,23,4703.16,inactive,2023-08-19,Divinópolis
12988,2000-07-29,23,2271.04,active,2023-01-03,Itapipoca
12989,1999-05-20,25,3255.56,active,2023-11-25,Campinas
12990,1999-02-03,25,6536.5,active,2023-12-10,Barra Mansa
12991,1995-07-08,28,3004.12,inactive,2023-01-15,Rio de Janeiro
12992,1987-10-12,36,5773.93,active,2023-06-09,São Paulo
12993,1986-12-02,37,6496.59,inactive,2023-11-29,Vitória
12994,1970-01-10,54,4481.72,inactive,2023-11-04,Afuá
12995,1999-02-19,25,6613.94,active,2023-10-12,Campos do Jordão
12996,1981-06-18,42,8632.11,active,2023-02-13,Belo Horizonte
12997,1997-10-17,26,3624.02,inactive,2023-10-12,Caxias do Sul
12998,1989-03-08,35,8528.9,active,2023-08-20,Breves
12999,1996-02-07,28,7282.61,active,2023-10-29,Santo André
13000,1991-04-01,33,6199.9,inactive,2023-09-25,Fortaleza
13001,1981-05-31,43,2718.75,active,2023-08-01,Indaiatuba
13002,1983-02-10,41,2461.22,inactive,2023-06-12,São Paulo
13003,1989-10-19,34,3031.14,active,2023-10-05,São Paulo
13004,1993-04-05,31,8536.43,active,2023-04-27,Uberaba
13005,1993-11-04,30,9981.68,inactive,2023-10-19,Picos
13006,1982-07-04,41,4486.75,inactive,2023-12-05,Coari
13007,1974-06-08,49,1220.82,inactive,2023-07-27,Itajubá
13008,1990-07-08,33,7783.43,active,2023-09-11,Uberlândia
13009,1972-10-14,51,1707.32,active,2023-11-11,Resende
13010,2001-05-20,23,2007.91,inactive,2023-04-10,Uberaba
13011,1992-11-17,31,6559.68,active,2023-08-04,São Luís
13012,1991-03-30,33,2338.0,inactive,2023-08-29,Curitiba
13013,1993-03-24,31,5606.59,inactive,2023-03-30,Sapucaia do Sul
13014,1990-05-07,34,1788.43,active,2023-11-11,Brasília
13015,1973-05-10,51,7564.27,active,2023-05-31,Uberlândia
13016,2001-04-20,23,1125.19,inactive,2023-05-16,Goiânia
13017,1970-09-17,53,1970.68,inactive,2023-05-19,São José Dos Campos
13018,1977-01-14,47,9497.82,inactive,2023-12-12,Manaus
13019,1998-01-09,26,4703.43,active,2023-10-23,Nova Iguaçu
13020,1989-07-20,34,1626.5,active,2023-01-29,Venâncio Aires
13021,2001-01-15,23,5524.08,active,2023-12-22,Novo Hamburgo
13022,1998-12-23,25,4718.01,active,2023-05-14,Tabatinga
13023,2001-02-12,23,2864.26,inactive,2023-06-17,Jataí
13024,1996-02-08,28,2435.95,active,2023-01-22,Campo Grande
13025,1999-10-27,24,1983.43,active,2023-07-17,Serrinha
13026,1986-06-02,38,3936.77,active,2023-10-08,Ribeira do Pombal
13027,1977-09-20,46,5126.8,active,2023-07-28,Brasília
13028,1993-09-11,30,4273.9,active,2023-08-19,Guarulhos
13029,2001-04-06,23,9074.77,inactive,2023-11-25,São Paulo
13030,1977-06-04,47,5379.45,active,2023-03-05,Curitiba
13031,1998-08-18,25,1451.56,inactive,2023-08-25,Timóteo
13032,1985-02-19,39,7218.34,inactive,2023-05-19,Nova Odessa
13033,1983-02-21,41,5945.33,inactive,2023-11-21,Frutal
13034,1996-05-01,28,9435.69,active,2023-01-08,Imperatriz
13035,1996-02-12,28,1987.83,inactive,2023-10-16,São Paulo
13036,1983-07-08,40,8050.48,inactive,2023-07-08,Campinas
13037,1980-09-29,43,9112.51,active,2023-06-29,Macapá
13038,1991-01-14,33,1274.92,active,2023-08-01,São João de Meriti
13039,1993-09-21,30,1756.33,inactive,2023-11-24,Recife
13040,1964-01-23,60,3709.86,inactive,2023-08-16,Brasília
13041,2000-04-21,24,4975.78,inactive,2023-05-28,São Paulo
13042,1977-07-02,46,4493.5,active,2023-02-12,Campo Mourão
13043,2001-05-22,23,6137.12,inactive,2023-01-23,Caicó
13044,1982-01-22,42,6970.78,inactive,2023-07-02,Cachoeiro de Itapemirim
13045,1995-01-03,29,1869.76,active,2023-11-26,Sobral
13046,1992-08-12,31,1503.44,inactive,2023-05-22,Belo Horizonte
13047,1994-04-17,30,3484.37,inactive,2023-10-18,Belém
13048,1981-01-03,43,6026.71,inactive,2023-04-11,Rio de Janeiro
13049,1990-02-18,34,3094.83,inactive,2023-03-05,Mococa
13050,1992-11-27,31,2981.63,active,2023-04-22,Rio de Janeiro
13051,1997-06-21,26,9736.73,inactive,2023-01-11,Brasília
13052,1997-02-22,27,1264.12,active,2023-09-03,Iguatu
13053,1992-05-31,32,4981.38,active,2023-09-05,Campinas
13054,1969-03-28,55,7188.63,active,2023-03-13,Icó
13055,1995-01-09,29,5999.02,active,2023-07-08,Bagé
13056,2001-11-09,22,7871.43,inactive,2023-09-15,Camaçari
13057,1966-06-10,57,8611.03,active,2023-07-02,Belém
13058,1992-06-01,32,1383.78,inactive,2023-10-25,Ipatinga
13059,1999-01-20,25,3055.03,inactive,2023-01-11,Maceió
13060,1979-03-26,45,4459.82,inactive,2023-04-02,Caçapava do Sul
13061,1993-03-19,31,9386.28,active,2023-06-09,Limoeiro
13062,1992-04-01,32,6274.37,active,2023-08-10,Indaiatuba
13063,1994-11-13,29,9944.71,inactive,2023-06-20,Penedo
13064,1980-04-14,44,4704.94,active,2023-10-26,Recife
13065,1998-05-20,26,4314.62,active,2023-06-09,São Paulo
13066,1983-12-10,40,8395.57,inactive,2023-01-26,Macapá
13067,1989-04-24,35,3536.35,inactive,2023-08-20,São Benedito
13068,1983-02-02,41,1919.18,inactive,2023-08-08,Pentecoste
13069,1989-07-29,34,8653.33,inactive,2023-02-28,Birigui
13070,1993-05-07,31,2680.97,active,2023-10-03,Aparecida de Goiânia
13071,2000-10-10,23,1785.55,active,2023-02-20,Moji Das Cruzes
13072,2000-02-16,24,3719.67,inactive,2023-06-14,Cabo de Santo Agostinho
13073,1992-09-12,31,9263.83,inactive,2023-09-05,Nova Cruz
13074,1978-06-14,45,6789.17,active,2023-11-20,Santana do Livramento
13075,2000-02-28,24,9642.27,inactive,2023-06-28,Salvador
13076,1985-10-06,38,7548.78,active,2023-07-29,São Gonçalo
13077,1966-12-12,57,2353.59,inactive,2023-01-08,São Leopoldo
13078,2000-09-10,23,3968.98,inactive,2023-07-16,São José do Rio Preto
13079,1968-08-16,55,2054.67,inactive,2023-11-27,Xinguara
13080,1987-11-17,36,6041.69,inactive,2023-09-29,Poá
13081,1996-03-30,28,3599.6,inactive,2023-09-18,Benjamin Constant
13082,2000-11-04,23,5813.78,inactive,2023-10-25,Patos de Minas
13083,1987-09-22,36,2936.02,inactive,2023-12-07,Curitiba
13084,1978-10-09,45,3258.68,active,2023-12-28,Campos Dos Goytacazes
13085,1998-04-05,26,7716.11,inactive,2023-08-11,Mogi Guaçu
13086,1996-10-25,27,2517.32,inactive,2023-05-24,Salvador
13087,1990-06-03,34,7621.72,active,2023-08-07,Brasília
13088,1999-02-12,25,6632.92,active,2023-04-03,Alvorada
13089,1970-11-18,53,3207.19,inactive,2023-04-12,Navegantes
13090,1996-06-23,27,5972.53,active,2023-06-20,Maceió
13091,1993-05-20,31,1465.68,inactive,2023-02-28,Rio de Janeiro
13092,2001-09-08,22,9691.7,active,2023-06-04,Serra
13093,1977-10-30,46,7691.57,inactive,2023-02-04,Frutal
13094,2001-08-08,22,9793.48,active,2023-02-15,Camaçari
13095,1997-05-26,27,7359.95,inactive,2023-08-09,Pedro Leopoldo
13096,2000-09-04,23,7399.6,active,2023-11-28,Salvador
13097,1997-06-29,26,1506.09,active,2023-09-07,Salvador
13098,1983-12-21,40,7839.68,active,2023-08-26,Teresina
13099,1995-07-13,28,8316.5,active,2023-08-11,Jaguaribe
13100,2001-06-29,22,3567.46,active,2023-06-05,Francisco Morato
13101,1987-10-13,36,5024.62,active,2023-06-07,Recife
13102,1993-12-12,30,6155.44,inactive,2023-08-29,Valparaíso de Goiás
13103,1996-08-10,27,7252.33,active,2023-01-08,Itaboraí
13104,1991-06-21,32,5934.47,active,2023-07-05,Patos de Minas
13105,1985-08-15,38,3344.31,inactive,2023-03-25,Itamarandiba
13106,1992-01-13,32,5101.03,active,2023-08-10,Sinop
13107,1993-02-07,31,5295.19,active,2023-04-08,Rio Bonito
13108,1989-02-21,35,3581.63,inactive,2023-06-03,Brasília
13109,1999-10-06,24,9549.84,active,2023-10-13,Arapiraca
13110,1993-11-23,30,3862.89,inactive,2023-05-24,Belo Horizonte
13111,1993-11-04,30,1627.85,active,2023-12-29,Conceição do Araguaia
13112,1967-08-29,56,6016.22,inactive,2023-08-31,Niterói
13113,1989-12-23,34,7827.26,active,2023-02-05,Viamão
13114,1991-10-05,32,1933.83,inactive,2023-05-24,Curitiba
13115,1995-08-19,28,4205.35,inactive,2023-01-06,Boa Viagem
13116,1979-02-16,45,7846.15,active,2023-04-19,Tubarão
13117,1974-03-06,50,6416.78,active,2023-11-04,São Paulo
13118,1990-06-02,34,9675.78,inactive,2023-02-13,Volta Redonda
13119,1992-04-26,32,8536.83,active,2023-09-20,Pedro Leopoldo
13120,1996-10-24,27,5932.03,inactive,2023-02-17,Tauá
13121,2001-04-17,23,6083.63,inactive,2023-02-24,São Sebastião
13122,1995-09-21,28,5425.72,active,2023-06-15,Petrópolis
13123,1980-11-12,43,4444.17,active,2023-01-18,São Gonçalo
13124,2001-02-22,23,4664.98,active,2023-05-08,Acaraú
13125,1978-10-01,45,7447.58,inactive,2023-10-07,São Roque
13126,1974-03-20,50,1942.71,inactive,2023-03-25,Mococa
13127,1994-02-25,30,5279.76,active,2023-08-05,Barbacena
13128,1992-02-03,32,7125.4,inactive,2023-12-15,Belém
13129,1999-04-09,25,4030.22,inactive,2023-05-15,Rio de Janeiro
13130,2001-04-25,23,5051.56,active,2023-03-13,Santa Maria
13131,1980-10-31,43,2537.08,active,2023-05-17,Moji Das Cruzes
13132,1979-09-26,44,5355.37,active,2023-10-13,Nova Iguaçu
13133,1990-10-21,33,6684.82,inactive,2023-11-24,Taubaté
13134,1995-07-11,28,7505.22,active,2023-12-10,Franco da Rocha
13135,1982-10-14,41,5415.0,inactive,2023-05-29,Olinda
13136,1989-11-03,34,4075.74,inactive,2023-07-25,Fortaleza
13137,1985-03-08,39,2837.86,inactive,2023-02-27,Uruguaiana
13138,2000-01-10,24,1072.3,active,2023-03-20,Piracicaba
13139,1995-08-10,28,3588.61,active,2023-06-05,Trairi
13140,1992-12-30,31,1859.75,inactive,2023-05-09,Piracicaba
13141,1992-05-25,32,5012.03,inactive,2023-12-05,Volta Redonda
13142,1966-06-23,57,9364.83,active,2023-12-07,Fortaleza
13143,1995-10-17,28,1031.57,inactive,2023-11-18,São Bento do Sul
13144,1996-09-29,27,9244.07,active,2023-12-18,São Paulo
13145,1980-09-04,43,7800.39,active,2023-09-15,Itapevi
13146,1995-04-21,29,9775.4,active,2023-11-22,Rio de Janeiro
13147,1991-10-10,32,7195.35,inactive,2023-07-08,Curitiba
13148,1992-01-31,32,8488.21,inactive,2023-05-19,São Paulo
13149,2000-02-07,24,4386.66,active,2023-07-25,Rio de Janeiro
13150,1999-08-25,24,3640.93,inactive,2023-06-01,Pouso Alegre
13151,1993-02-13,31,8778.35,inactive,2023-03-01,São Miguel Dos Campos
13152,1984-11-04,39,5543.38,inactive,2023-09-14,Osasco
13153,1993-03-11,31,6318.3,active,2023-10-05,Lençóis Paulista
13154,1995-11-14,28,6750.35,inactive,2023-12-16,Itabuna
13155,1995-07-17,28,5475.46,inactive,2023-02-23,São Sebastião
13156,1990-09-05,33,8641.75,inactive,2023-05-22,Cerquilho
13157,1996-05-18,28,6646.87,inactive,2023-05-10,São Paulo
13158,1999-01-30,25,5027.57,inactive,2023-04-14,Feira de Santana
13159,1985-11-21,38,4992.59,active,2023-03-29,Belo Horizonte
13160,1997-03-06,27,5416.31,inactive,2023-01-30,Belém
13161,1995-01-05,29,1110.92,inactive,2023-07-30,Paulista
13162,1963-09-28,60,3211.69,inactive,2023-12-28,Formiga
13163,1987-07-14,36,5109.08,inactive,2023-07-06,Vitória da Conquista
13164,1997-10-22,26,8280.26,inactive,2023-06-08,Manaus
13165,1972-03-16,52,3906.67,active,2023-12-24,Niterói
13166,1985-01-10,39,5716.09,active,2023-01-18,Itapipoca
13167,1999-04-24,25,1888.16,active,2023-09-28,Indaial
13168,1992-01-25,32,8452.72,active,2023-02-09,Novo Gama
13169,1974-03-08,50,5385.78,active,2023-01-20,Sento sé
13170,1990-11-05,33,9004.95,active,2023-11-18,Piedade
13171,1996-01-29,28,7136.08,active,2023-08-01,Teresina
13172,1993-09-30,30,8857.89,inactive,2023-01-30,Alvorada
13173,1991-04-21,33,9730.97,active,2023-07-14,Vitória da Conquista
13174,1995-01-28,29,2732.98,inactive,2023-03-19,Campinas
13175,2000-11-15,23,8947.57,active,2023-01-11,Óbidos
13176,1989-08-20,34,7389.09,inactive,2023-04-29,Ipu
13177,2000-03-26,24,2099.51,inactive,2023-02-27,Trairi
13178,1991-09-20,32,9250.58,inactive,2023-12-14,Socorro
13179,1994-12-18,29,6097.21,inactive,2023-05-01,Ourinhos
13180,2001-03-24,23,8894.79,inactive,2023-01-12,Itapecerica da Serra
13181,2000-01-05,24,3469.03,active,2023-10-29,Salvador
13182,2000-03-15,24,7023.86,active,2023-09-25,Ponta Grossa
13183,2001-07-16,22,1442.17,inactive,2023-01-04,Porto Velho
13184,1995-04-28,29,2309.65,active,2023-08-10,Belo Horizonte
13185,1990-06-04,34,2492.56,inactive,2023-10-31,São Paulo
13186,2000-07-16,23,9415.09,active,2023-07-06,Belo Horizonte
13187,1999-07-30,24,8432.47,active,2023-06-20,Teresina
13188,1964-05-08,60,4648.58,active,2023-09-28,Maracanaú
13189,2000-10-31,23,8942.74,inactive,2023-04-05,Anápolis
13190,1982-01-09,42,8566.12,inactive,2023-04-11,Novo Hamburgo
13191,1991-02-06,33,4393.99,active,2023-12-13,Capanema
13192,2000-10-18,23,1973.82,inactive,2023-05-13,Salto
13193,1992-10-09,31,8162.2,active,2023-08-10,Cachoeiras de Macacu
13194,1982-04-01,42,7561.24,inactive,2023-09-25,Serra Talhada
13195,1987-06-28,36,4619.98,active,2023-11-08,Belo Horizonte
13196,1998-01-30,26,8318.75,inactive,2023-08-20,Fortaleza
13197,1990-10-23,33,4535.29,active,2023-08-17,Abaetetuba
13198,1992-04-25,32,5097.71,inactive,2023-02-16,Ribeira do Pombal
13199,1997-12-03,26,5946.1,inactive,2023-11-16,Cataguases
13200,1999-10-20,24,3482.49,inactive,2023-09-21,Paulista
13201,2001-03-24,23,9079.31,active,2023-11-21,Biguaçu
13202,1997-06-07,26,9359.3,active,2023-06-20,São Mateus
13203,2000-09-26,23,3457.88,active,2023-02-27,Salvador
13204,1983-08-11,40,5051.39,inactive,2023-10-06,Bandeirantes
13205,1967-04-29,57,6493.09,inactive,2023-11-01,Carapicuíba
13206,1998-06-28,25,3163.69,active,2023-04-08,Itaperuna
13207,1997-09-07,26,6523.93,active,2023-12-23,São Paulo
13208,1988-06-21,35,7251.32,inactive,2023-07-27,Canela
13209,1999-04-07,25,4311.47,active,2023-11-12,Taubaté
13210,1964-03-13,60,2545.78,active,2023-08-25,Franca
13211,1999-01-24,25,1505.44,inactive,2023-08-02,Recife
13212,1981-03-28,43,8990.13,inactive,2023-11-06,União Dos Palmares
13213,1999-04-19,25,4312.64,inactive,2023-08-26,Moji Das Cruzes
13214,1999-10-22,24,6268.83,active,2023-01-26,Nilópolis
13215,2000-08-30,23,5221.04,inactive,2023-09-09,Vargem Grande Paulista
13216,1982-08-25,41,6538.45,inactive,2023-05-13,Santo Antônio da Patrulha
13217,1973-11-07,50,6353.75,inactive,2023-03-21,Moju
13218,1992-10-15,31,2863.3,inactive,2023-02-05,Niterói
13219,1998-08-18,25,7924.17,active,2023-07-01,Carazinho
13220,1982-04-16,42,5940.18,active,2023-07-16,Nova Iguaçu
13221,2000-01-06,24,2711.22,active,2023-03-27,Camaçari
13222,1998-03-22,26,8226.31,inactive,2023-11-29,Campos Dos Goytacazes
13223,2001-03-11,23,7244.39,active,2023-03-20,São Bernardo do Campo
13224,2001-03-04,23,8484.49,inactive,2023-08-30,Esmeraldas
13225,1994-11-05,29,9253.53,active,2023-03-19,União
13226,1993-09-16,30,4123.13,inactive,2023-08-26,Igarapé
13227,2000-10-19,23,1103.66,active,2023-06-29,Imperatriz
13228,1997-02-28,27,6644.25,active,2023-08-07,Joinville
13229,2000-03-26,24,6329.36,inactive,2023-08-10,Cabo de Santo Agostinho
13230,1973-08-13,50,3003.3,active,2023-09-26,Itaboraí
13231,1994-04-09,30,9027.98,inactive,2023-09-20,Juiz de Fora
13232,1996-06-01,28,1264.71,inactive,2023-09-05,Luziânia
13233,1972-10-20,51,4987.64,active,2023-03-15,Cuiabá
13234,1998-03-24,26,9047.26,inactive,2023-09-29,Campos do Jordão
13235,1994-08-27,29,7808.41,active,2023-09-10,São Paulo
13236,1992-10-23,31,6418.99,active,2023-08-30,Campinas
13237,2001-08-24,22,9532.59,active,2023-12-24,Rio de Janeiro
13238,1993-06-13,30,4352.5,active,2023-08-10,Cascavel
13239,1999-12-29,24,7616.21,inactive,2023-08-29,Medianeira
13240,1984-08-30,39,2002.63,inactive,2023-04-03,São Paulo
13241,1998-11-28,25,4322.89,active,2023-01-16,Timóteo
13242,1990-02-16,34,2111.49,active,2023-06-04,Itapevi
13243,1991-07-05,32,8248.14,active,2023-01-28,Bauru
13244,1984-06-03,40,9366.86,inactive,2023-11-13,Feira de Santana
13245,1996-10-14,27,8015.86,active,2023-02-10,Caucaia
13246,1973-07-23,50,6674.63,inactive,2023-03-11,Valinhos
13247,1990-11-19,33,2123.53,active,2023-02-11,Serra
13248,1986-06-11,37,3387.07,active,2023-05-11,Macaé
13249,1990-06-05,34,5022.49,active,2023-12-18,São Paulo
13250,1993-06-12,30,2592.66,active,2023-10-26,Candeias
13251,1997-12-01,26,9295.39,inactive,2023-12-09,Rio de Janeiro
13252,1998-11-07,25,3191.14,inactive,2023-10-05,Castanhal
13253,1962-06-01,62,9492.03,inactive,2023-11-24,Manaus
13254,1985-07-20,38,9296.78,inactive,2023-06-27,Teresina
13255,1986-03-21,38,1402.62,active,2023-02-23,Rio Grande
13256,1983-11-21,40,2441.78,active,2023-08-31,Brasília
13257,1993-06-18,30,1210.2,active,2023-08-04,Itaperuna
13258,1984-09-22,39,8381.9,active,2023-05-15,Feira de Santana
13259,1992-02-06,32,9571.99,inactive,2023-10-15,Goiânia
13260,1994-03-17,30,9632.49,active,2023-06-13,São João de Meriti
13261,1982-07-11,41,8636.05,inactive,2023-10-13,Mossoró
13262,1988-07-01,35,7702.22,active,2023-08-18,São Paulo
13263,1986-07-08,37,1914.05,inactive,2023-05-29,Guarujá
13264,1991-06-18,32,3477.8,active,2023-08-22,Brasília
13265,1996-11-10,27,8402.54,active,2023-12-28,Rolândia
13266,1998-12-05,25,8253.86,active,2023-11-25,Itumbiara
13267,1996-09-04,27,7929.18,inactive,2023-05-19,Alta Floresta
13268,1997-01-02,27,3461.45,active,2023-03-21,Oeiras
13269,2000-05-13,24,3616.28,inactive,2023-05-07,Diadema
13270,1996-05-17,28,9370.18,active,2023-03-18,Linhares
13271,1993-11-20,30,6840.33,active,2023-10-12,Londrina
13272,1985-04-13,39,6499.95,active,2023-12-03,Itu
13273,1988-03-15,36,9157.61,active,2023-03-03,Sorocaba
13274,2001-09-03,22,5344.29,active,2023-08-28,São Paulo
13275,1995-04-01,29,6405.22,inactive,2023-09-16,Ipirá
13276,1996-08-20,27,9675.31,active,2023-02-27,Alegrete
13277,1989-05-08,35,1316.6,active,2023-01-08,Belo Horizonte
13278,1994-06-11,29,9941.38,inactive,2023-02-23,São Paulo
13279,1993-01-18,31,6443.66,inactive,2023-12-05,Guarulhos
13280,1986-06-23,37,7092.69,active,2023-09-18,Indaiatuba
13281,1992-06-13,31,3408.0,inactive,2023-04-28,Santarém
13282,1996-07-12,27,7936.13,inactive,2023-04-10,Recife
13283,1997-08-25,26,2496.25,inactive,2023-05-05,Goiânia
13284,1996-11-21,27,9757.39,inactive,2023-02-20,Santa Luzia
13285,2000-10-24,23,2264.99,active,2023-04-27,São Borja
13286,1996-10-29,27,1085.45,inactive,2023-12-05,São José do Rio Pardo
13287,2000-08-19,23,7745.42,inactive,2023-08-31,Paudalho
13288,1969-07-20,54,5101.41,active,2023-08-10,Rio de Janeiro
13289,1986-05-05,38,4527.75,active,2023-04-18,Feira de Santana
13290,1993-02-07,31,1195.61,inactive,2023-04-08,Belém
13291,1963-12-06,60,3726.57,active,2023-12-22,Caxias
13292,1980-04-09,44,9901.34,inactive,2023-03-23,Paulista
13293,1986-02-25,38,7660.54,inactive,2023-07-26,Santos
13294,1998-02-27,26,3321.35,inactive,2023-03-11,Bom Jardim
13295,1997-01-23,27,4769.99,active,2023-04-09,Natal
13296,1991-12-28,32,4694.82,active,2023-04-11,Rio de Janeiro
13297,1992-09-13,31,6056.39,active,2023-03-05,Vitória
13298,1995-01-03,29,2097.31,inactive,2023-12-11,Serra
13299,1992-08-13,31,9069.05,active,2023-11-27,Santo Antônio da Patrulha
13300,1989-02-14,35,8737.11,active,2023-03-19,Goiânia
13301,1987-05-22,37,4507.58,active,2023-08-05,Barra do Piraí
13302,1998-01-25,26,2711.87,inactive,2023-11-28,Rio de Janeiro
13303,1988-11-04,35,6767.3,active,2023-11-25,Tomé-açu
13304,1990-05-05,34,2028.67,inactive,2023-03-14,Brasília
13305,2000-09-11,23,7408.34,active,2023-03-23,Fortaleza
13306,1996-10-23,27,2523.89,active,2023-07-06,São Paulo
13307,1971-05-29,53,2549.39,active,2023-08-26,Itabirito
13308,1994-03-30,30,8280.06,active,2023-03-16,Taquara
13309,1969-11-20,54,3340.96,active,2023-11-17,Rio de Janeiro
13310,1988-12-06,35,3260.3,inactive,2023-11-23,Timon
13311,1976-10-17,47,4721.9,active,2023-03-09,Franco da Rocha
13312,1996-12-06,27,4540.43,inactive,2023-03-05,Novo Repartimento
13313,1999-07-19,24,7704.94,inactive,2023-07-12,São Paulo
13314,1997-09-14,26,8916.89,inactive,2023-07-05,Rio de Janeiro
13315,1964-10-03,59,6763.2,active,2023-10-08,Rio de Janeiro
13316,2001-08-06,22,8122.6,inactive,2023-08-02,Maceió
13317,1995-04-18,29,9719.01,active,2023-12-11,Rio de Janeiro
13318,1993-12-30,30,7869.47,inactive,2023-07-26,Barra do Piraí
13319,1984-04-21,40,3066.44,active,2023-10-17,Taubaté
13320,1992-09-24,31,3018.32,inactive,2023-03-03,Indaial
13321,1990-11-29,33,7241.26,active,2023-06-03,Niterói
13322,1993-07-19,30,4638.86,active,2023-04-25,Carapicuíba
13323,1994-10-23,29,3491.93,active,2023-06-24,Salvador
13324,1987-08-18,36,6937.07,inactive,2023-10-30,Londrina
13325,1998-07-10,25,6479.76,inactive,2023-03-01,Campinas
13326,1994-06-15,29,4185.59,active,2023-04-14,Recife
13327,1969-05-04,55,7003.53,active,2023-02-11,Anápolis
13328,1996-05-17,28,8257.99,active,2023-09-05,Sete Lagoas
13329,2001-12-12,22,8860.17,inactive,2023-02-03,Goiânia
13330,1999-02-16,25,1041.46,inactive,2023-05-02,Curitiba
13331,1972-01-05,52,4141.41,active,2023-06-12,Santaluz
13332,1979-08-30,44,1624.54,inactive,2023-08-04,Embu
13333,1989-06-04,35,4294.84,inactive,2023-02-23,Itabuna
13334,1983-06-21,40,4262.92,active,2023-01-19,Farroupilha
13335,1995-06-30,28,1258.39,inactive,2023-05-30,Moreno
13336,1996-05-25,28,2739.49,inactive,2023-02-04,Rosário
13337,1994-07-09,29,6720.34,active,2023-10-08,Ribeirão Preto
13338,1979-07-09,44,3507.01,active,2023-08-12,Vitória
13339,1967-08-01,56,4205.72,inactive,2023-10-10,Feira de Santana
13340,2000-04-28,24,5017.62,inactive,2023-12-07,Diadema
13341,2000-02-25,24,6203.72,inactive,2023-07-12,Macapá
13342,1991-02-24,33,2422.47,active,2023-11-14,Rio de Janeiro
13343,1999-10-25,24,3875.12,active,2023-12-08,São Paulo
13344,1990-02-23,34,1534.13,active,2023-12-10,São Roque
13345,2001-09-11,22,4599.97,inactive,2023-04-11,Nova Mutum
13346,1993-01-17,31,4671.01,active,2023-12-07,Salinópolis
13347,1971-07-23,52,7041.58,active,2023-02-19,Barra Mansa
13348,1994-06-07,29,4960.31,inactive,2023-12-07,Salvador
13349,2001-10-26,22,7780.32,active,2023-05-13,Queimados
13350,1999-02-16,25,8996.34,active,2023-06-27,Rio de Janeiro
13351,1992-01-09,32,5378.57,inactive,2023-04-11,Castanhal
13352,1996-09-29,27,2910.08,active,2023-09-02,Paragominas
13353,1988-12-18,35,4549.81,inactive,2023-05-03,Camaquã
13354,1990-06-21,33,2982.31,inactive,2023-03-03,Castanhal
13355,1991-10-25,32,1182.61,active,2023-05-07,Porto Alegre
13356,1993-11-24,30,8849.15,active,2023-01-14,Rio de Janeiro
13357,1991-02-06,33,8494.71,active,2023-02-15,São Paulo
13358,1996-07-27,27,1819.41,inactive,2023-04-26,Nossa Senhora do Socorro
13359,1996-01-20,28,4787.91,active,2023-11-14,Curitiba
13360,1990-06-04,34,4066.95,active,2023-01-02,Fortaleza
13361,2000-03-23,24,3392.35,inactive,2023-05-18,Pindamonhangaba
